path,image_id,acquisition_prefix,split,path_label,path_cell_type,path_day_bucket,metadata_label_raw,metadata_cell_type,metadata_day_bucket,metadata_present,cell_type_matches,day_bucket_matches,size_bytes,width,height,mode,sha256,dhash256
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4+_days/230529_128.png,230529_128,230529,test,bad,A549,4+_days,2,A549,4+_days,True,True,True,1390803,2056,1542,L,3ac850c8fe5fd1fe8f2b832291e26d2b2ee06700054b2629c6013ef4548585b8,3e233e033e833e033c633c233d031c231c831dc31cc31e431e831c831cc31d43
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4+_days/230529_136.png,230529_136,230529,test,bad,A549,4+_days,2,A549,4+_days,True,True,True,1805637,2056,1542,L,0f04fc28d55d1120396cf3daa7ce27aae5e051b660c77a0d905e6e588b9e43b5,66976e176e176d176e176d076a136e136c936d9367137633736378c376237203
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4+_days/230529_143.png,230529_143,230529,test,bad,A549,4+_days,2,A549,4+_days,True,True,True,1765966,2056,1542,L,4a44d1b99abf71e0b665f979b30305ef1875c770780559ae787f26e6e14b190c,99319bb99ba119213cf330e333633763736673c6fbcefb4cfd4cfd9cfcb6fe32
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4+_days/230529_207.png,230529_207,230529,test,bad,A549,4+_days,2,A549,4+_days,True,True,True,1742409,2056,1542,L,4107cc2fbe200fdd676a3fdec49503415892877a8c82bd786abff300306053b4,cde74dc38dc38de38e63ce738e738c33cea3cc83cca38f23cb83cbc38b238d23
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4+_days/230529_210.png,230529_210,230529,test,bad,A549,4+_days,2,A549,4+_days,True,True,True,1599886,2056,1542,L,aeedd6b8cd56e7ed9b2ad7072fd80a3670ad3c8b0cf4d5a3053b5b1e8d83a14e,8e9e8e9e8e9e8e9e8e9e8e1e8e1e8f1e8e1e8e1f8f1e8e1e8f1e8f1e8e1e8e1f
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4+_days/230529_213.png,230529_213,230529,test,bad,A549,4+_days,2,A549,4+_days,True,True,True,1394355,2056,1542,L,e1957f565b7c590a42a2d06e9936b60acbf11fb3f5002f8ae19f973292709344,8e1e8e1e8d9e8d9e8d9f8e9f8e1e8e1e8e1e0e1e0e1f0e0f0e8f0e8f0e8f0e8f
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4+_days/230529_216.png,230529_216,230529,test,bad,A549,4+_days,2,A549,4+_days,True,True,True,1621600,2056,1542,L,93bc5983d516c5223f7d59d342c9593e18f0e9f5a734d5b4a2019fce97206e72,8de78de78d678c678c678c678c678c678ca78ce70cc718c798c619061906190e
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4+_days/230529_44.png,230529_44,230529,test,bad,A549,4+_days,2,A549,4+_days,True,True,True,1040024,2056,1542,L,a935614c0f4fac4d685e5cbe13cb5a5ab4696bf876a2c18cbd0a2626a347490a,c61ec70ec70e868e078e030e010a020401100000000000000000000001000400
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4+_days/230529_46.png,230529_46,230529,test,bad,A549,4+_days,2,A549,4+_days,True,True,True,1399189,2056,1542,L,faf4545192622bae24c414923119a3fc0099e5a08d51a927fd9f00b193f88e80,c72ec29cc29cc69cc68ec24ec6eec66ec66cd4e4d66cd62cf62cf62cc72ce44c
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4+_days/230529_48.png,230529_48,230529,test,bad,A549,4+_days,2,A549,4+_days,True,True,True,1372669,2056,1542,L,42691e1495ec0994d60511b8eb0c6c3ca4d9c2f7052d49177804e64819c11a54,f0ccf26cf26cf39cd34cf70cd26cc2acd2bcd28cd2cce38cf3b4b3b457b4579c
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4+_days/230529_67.png,230529_67,230529,test,bad,A549,4+_days,2,A549,4+_days,True,True,True,1501861,2056,1542,L,442a8e4f6d2a9fe542ef004ef45e56b07a02ba680656b440754683f771bc652d,c523c463e66be37be333a733a673e773e763e763e733e763e76be76bc363e163
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4+_days/230529_68.png,230529_68,230529,test,bad,A549,4+_days,2,A549,4+_days,True,True,True,1469542,2056,1542,L,ceee8f0636a01238fcda41f22420318b926802945d6eab82ae59dcad18ef88f0,e1e3e363e763e663c473c733c733c533c533c773c733c52387638763c773c777
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4_days/220608_13.png,220608_13,220608,test,bad,A549,4_days,2,A549,4_days,True,True,True,2727119,2048,1536,RGB,a74683bb94f52dfa73dc4b13480ccd536a06a92f7bbb4ffb6785d20f358829ca,067a07f90b7d1ebd18b446d425ac272d062706aa0abc077206fa067b06300016
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4_days/220608_15.png,220608_15,220608,test,bad,A549,4_days,2,A549,4_days,True,True,True,2996783,2048,1536,RGB,3e5ff27343174e011f112dbf6bd2ba940a0c9a18896810740379bdabddb4cffe,80fe07fe7ef75dbd4eaf12ee0afe1af70bf72eb38cf388fb05b4459521920063
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4_days/220608_21.png,220608_21,220608,test,bad,A549,4_days,2,A549,4_days,True,True,True,2927059,2048,1536,RGB,652ed447c4ebb70fd8ee9b70a6034f709887938725478648935e501c66f1a30b,ff72266f17339f85b498cdc5cfcc2a840ab4cbb00dd29671de3146722e1a47f8
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4_days/230424_104.png,230424_104,230424,test,bad,A549,4_days,2,A549,4_days,True,True,True,1932550,2056,1542,L,e8097b078e649a72a58d92b964ef2e60aa73ea742c320e42d92bb66d012a2c2b,f433f931de31ee31f931e734e334c8b4d8b4d834d830dc3bd8bac9b8e33bf13b
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4_days/230424_107.png,230424_107,230424,test,bad,A549,4_days,2,A549,4_days,True,True,True,1915125,2056,1542,L,2112990d0f2da4b26774dc9c384c19c5f7dbb90a29162f3517e6e474d83ebf83,e32ec33c8d3b2738e338e338f33de326633707369f34df27f131d031f83be86b
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4_days/230424_77.png,230424_77,230424,test,bad,A549,4_days,2,A549,4_days,True,True,True,1435107,2056,1542,L,8bcfeb5f3295c42c06e52e80e5cf733e9e325d8a4980459a60993fbe15944958,1bc639c73a663a363b97b397b377333735162e072f462d863f063ea63d263926
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4_days/230424_98.png,230424_98,230424,test,bad,A549,4_days,2,A549,4_days,True,True,True,1808328,2056,1542,L,340606e9b2e7e9e4aa6b1385a297cee576b86f420f215021ff1ad576aa29fe59,731a659b7e5b7e1c7d187c1b7e1cfa1ef81cfe18fe18fe1876187e187c1e7b1e
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/2-3_days/220606_12.png,220606_12,220606,test,bad,CACO,2-3_days,2,CACO,2-3_days,True,True,True,2417000,2048,1536,RGB,bf98def25092a7b7318a730980d204c8976b6a569dafebf38bc3c78d71a82f10,82110a3b0c3f465902580034049420cc004204880028226c003b08950c050423
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/2-3_days/220606_13.png,220606_13,220606,test,bad,CACO,2-3_days,2,CACO,2-3_days,True,True,True,2409913,2048,1536,RGB,32fa229293132e02a4a776351ae45e2059eaeded0679811add39809044202e8f,005b044f2279085b2c61306b202d041a240b2436302c391d108700840004005f
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/2-3_days/220606_14.png,220606_14,220606,test,bad,CACO,2-3_days,2,CACO,2-3_days,True,True,True,2424341,2048,1536,RGB,b4851af771b9f9c7ecdeeb5caf9ec903cd1c489a0e2a59db54d9da92eb3b3f84,2c6f0c3f341f641b705b30663427302f68ae281e521c708d20db20f920f739e1
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/2-3_days/230405_103.png,230405_103,230405,test,bad,CACO,2-3_days,2,CACO,2-3_days,True,True,True,1845377,2056,1542,L,f33024fba796042de560cb12f429528e8d26fe7dbe2c077f2a801180b3382233,8e8e8ecece4e8f2e8dee8c67cd67cccfcccccced8dcc8f6eceeecd2e8c6c8f0d
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/2-3_days/230405_105.png,230405_105,230405,test,bad,CACO,2-3_days,2,CACO,2-3_days,True,True,True,1979127,2056,1542,L,e2bb1f44ae5c5ca1ee16fc5c1de3cf2278e2a04c2c68b6d92de3a090a714af02,8ced8f2ccf4ecf8ecc8eceaecfadcfadcbac8f8e8fce8acf8d0e8dcccd8cce0c
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/2-3_days/230405_109.png,230405_109,230405,test,bad,CACO,2-3_days,2,CACO,2-3_days,True,True,True,1921964,2056,1542,L,f16897c5b6bc21d214ea46e4698cb7b8f1874ea85e419f3a265c4aa7c9a68846,8ecc8fcecb4e8a8e8f4ccc4c8c8cce8ccb8e898e89ec8a6ec96cc9ac8e8c8d0e
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/2-3_days/230405_113.png,230405_113,230405,test,bad,CACO,2-3_days,2,CACO,2-3_days,True,True,True,1823151,2056,1542,L,c7f20aef235a24c75a1277260d00b4ce61ed5fa02731028e00641287ac39a158,cc8ccd8ccfaecf2c8ccccc8ecd0ccd8ecd8e8d4ecd4ecd4ecccecd0ecf8ecace
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/2-3_days/230405_116.png,230405_116,230405,test,bad,CACO,2-3_days,2,CACO,2-3_days,True,True,True,2051227,2056,1542,L,24f45734b1449e6b4803e41d69b450da5d4cbaefb623eaf639d07a5f6815589a,cf0e8d8ecc8ece0e8e0cca0ece2ecc4ecd8e8d4e898ece0c8d0c8c0c9ccede4c
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/2-3_days/230405_123.png,230405_123,230405,test,bad,CACO,2-3_days,2,CACO,2-3_days,True,True,True,1916057,2056,1542,L,04b0d764ac2747d4c9a59b420ce27959fa089c2e32231062605320d071673987,9d8c98cc9b4c9a8c9c8c9ccc9c8c9a0c9e4c9ccc9ccc9b8c9f8c98cc99cc1948
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/2-3_days/230405_130.png,230405_130,230405,test,bad,CACO,2-3_days,2,CACO,2-3_days,True,True,True,1868621,2056,1542,L,f9a88c8745fe77fecff25eee49cd79a890e5830760c7154cab59b1f999bbcf7c,9a0e9b4c9d4c9e4e990c994e9ccc9a4c9e4c99cc9acc9b0c9b0c9f0c9dcc998c
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/2-3_days/230405_135.png,230405_135,230405,test,bad,CACO,2-3_days,2,CACO,2-3_days,True,True,True,1829073,2056,1542,L,4bb43dc5fb75b24352f6276e1c1f02ca3d192afd5f91dd4fff8e781f9fed9201,9a4c9a4c1d4c9d0c1c0c1c8c1e4c994c198c994c1d8c9d8c9e4c9fcc1dcc1f8c
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/2-3_days/230405_96.png,230405_96,230405,test,bad,CACO,2-3_days,2,CACO,2-3_days,True,True,True,1822127,2056,1542,L,fff8b7de39d7fad394511b84e577ac913c2bbf32619a9bff2c0d9ea1119bb051,cc16ce8cce8c8e268c6e8ea68cae8ce68e6e8e6c8e6e8cce8f4e8d4ccc4ececc
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/2-3_days/230419_102.png,230419_102,230419,test,bad,CACO,2-3_days,2,CACO,2-3_days,True,True,True,2189507,2056,1542,L,63f39e64cc96fd8893ebd0b7b78f7069bde14f7eb37a3dc398c93daaa7892b15,cc6fc86cc83ecc3ecc3cce1ccc1ccc8e8c0ecd0ecc8ecb0e8e8c8c8cccaccd0c
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/2-3_days/230419_103.png,230419_103,230419,test,bad,CACO,2-3_days,2,CACO,2-3_days,True,True,True,2274613,2056,1542,L,2eda273e63777440ab7cadf1a8ab0ebaebb9e563b727fe24a64a2202905c503b,ca4ccd4ccd4ccc8e8d8ccc8c8c8e8f0e0e2cce4ccc0cce8cca8c8c8e4e8c8c4c
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/2-3_days/230419_108.png,230419_108,230419,test,bad,CACO,2-3_days,2,CACO,2-3_days,True,True,True,2012707,2056,1542,L,5f8b46ed7c870270f4152c7d5b0a336dc80c03cf9052d370f8beac134c421762,048f84cf886fc86eececec6cee4cce8f8c8f8e4f8d4f88cfcdcfcdcf8ecf8ece
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/2-3_days/230419_113.png,230419_113,230419,test,bad,CACO,2-3_days,2,CACO,2-3_days,True,True,True,2293022,2056,1542,L,08ab841e1db12130795d626091ec47f367eede35451523aa3ff50094d2afb0eb,9b0cdece99ce9cce98de991e1d1e9b1c1a1c1e9c9cde9c5c1c5a9c1a9eda9c9a
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/2-3_days/230419_114.png,230419_114,230419,test,bad,CACO,2-3_days,2,CACO,2-3_days,True,True,True,2300794,2056,1542,L,222bc88b070cab2632fa15b675a20c5ab88d335afceef2efb45f6309a5fc7e9d,9a9c9b1e9b981d1c171c965c975c965c9cdc9c9c9c1c9c9c1cd89a989b1c9b5c
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/2-3_days/230419_94.png,230419_94,230419,test,bad,CACO,2-3_days,2,CACO,2-3_days,True,True,True,2085201,2056,1542,L,201df2da7f4f451a3e4a00e36ca4eb453e77fc15fae8cc9e0797a2a1801caeb8,c98ccb0cca4dcf2cc94ccbcc8d8d8b4c8a4c8dcc8e8c8f0e8b0e8b0e8d8c8f0c
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/2-3_days/230419_96.png,230419_96,230419,test,bad,CACO,2-3_days,2,CACO,2-3_days,True,True,True,1975201,2056,1542,L,e01fc3b48604300fb23f4ce2ebb37b580382aaff0eca16c6ac01b30969808cb2,8e4e8a4e8a8c8a8c8a8c1ccc80ee827c063e8e1c0e180e180e1c0e188e180e1c
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/4+_days/220609_1.png,220609_1,220609,test,bad,CACO,4+_days,2,CACO,4+_days,True,True,True,2829002,2048,1536,RGB,c4703efa5d81373afbd3a7ee7836d61659471019e465a0f3b7a741a7a0682232,c09b009d00c501c3016900cc00cc00ac09b50173016c007906720c7b1cddfe1f
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/4+_days/220611_9.png,220611_9,220611,test,bad,CACO,4+_days,2,CACO,4+_days,True,True,True,2653797,2048,1536,RGB,1eeffca835d51428e635b5490cc7f5dd1b48e23e7f53224033b29a2734cb4982,6e603ce6ffc0bfc67f8bf983f993fd877f97ffa6ff26fc6cfc7afc67fb747d76
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/4+_days/230403_1.png,230403_1,230403,test,bad,CACO,4+_days,2,CACO,4+_days,True,True,True,5860656,2048,1536,RGB,cf31baf09c7bf480833a4cc75b7129a92885a9394937a413b071fdd3529a0f16,08ffffffffef8e779cdb7552b85a39de398cb596b1d9deb8d3fa33e43ce00000
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/4+_days/230403_12.png,230403_12,230403,test,bad,CACO,4+_days,2,CACO,4+_days,True,True,True,4576934,2048,1536,RGB,c75c935501eee17c4f4e4039ded3c64dd1d396260519afb87dda9fac6d1b7a26,07ffffef93c711e72bcf23c70345234747ec64da095c516612ea927361bb23b0
