path,image_id,acquisition_prefix,grouped_split,target_label,target_index,cell_type,day_bucket,published_split,sha256
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/0-1_days/230525_124.png,230525_124,230525,train,bad,0,A549,0-1_days,test,8da0d8dc943014d90b83e29e86ff3e8ea452375399ffec1f7b9f67631c5d4d8b
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/0-1_days/230525_211.png,230525_211,230525,train,bad,0,A549,0-1_days,test,e0b683e15098621f9987b491bd3319ff29887afac5e79cebd9686b6a5365d617
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/0-1_days/230525_212.png,230525_212,230525,train,bad,0,A549,0-1_days,test,1ddc84b03cb3f93e78d1d250f82e950f56384aa4065e12562f55e7ba9a36b951
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/2-3_days/220606_5.png,220606_5,220606,train,bad,0,A549,2-3_days,test,ff23f2158501ddc880c5facf83c17569ae70253352726a4cbe6344f8cb7360cd
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/2-3_days/230110_131.png,230110_131,230110,train,bad,0,A549,2-3_days,test,09244b1c1df6d9a2d210c03bf56036bdaeb73d558c587a113017630fe878f4bc
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/2-3_days/230110_147.png,230110_147,230110,train,bad,0,A549,2-3_days,test,9fce46c341bc3fbc98b34eb20ba90baa1cc31b4396c9bd539385df51295046d8
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4+_days/220611_22.png,220611_22,220611,train,bad,0,A549,4+_days,test,429a3ff98cd0fa730646a20682f35f22f4db09a21ca9858d675c0bc481bb0dcc
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4+_days/221219_9.png,221219_9,221219,train,bad,0,A549,4+_days,test,eeb835ac55867435c8ec741714bd5b465876b5483ea3b1376efe7dc548d91da4
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4+_days/230425_161.png,230425_161,230425,train,bad,0,A549,4+_days,test,ad9758e576da0ca535cdba7f98d70b3d4a836c7fa93425585a5e47c36227f8ac
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4+_days/230425_165.png,230425_165,230425,train,bad,0,A549,4+_days,test,6c2cb2e24b1efcc189f6e8116da4fd2f964af0b5a6d8843e08b6976fd1f48c0b
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4+_days/230425_166.png,230425_166,230425,train,bad,0,A549,4+_days,test,5b1ac5968695a575a0ffc7cec5a9cabebe02e42a3fa7f45b321018d0869e7529
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4+_days/230425_176.png,230425_176,230425,train,bad,0,A549,4+_days,test,1598fa798414fec4ba7d9dd1196e9bcdd99c67c756ff6645577ecb1e31bce1a7
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4+_days/230425_59.png,230425_59,230425,train,bad,0,A549,4+_days,test,bdacfee70507e04d7c5734aff9bb51a1abc0ff6d1c4491f00129099771b89e35
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4+_days/230425_67.png,230425_67,230425,train,bad,0,A549,4+_days,test,9a5ae84ca79708fdf9fcdd1e121ece2cd86f1de36d33fc8b810b35b90ab6fa45
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4+_days/230425_79.png,230425_79,230425,train,bad,0,A549,4+_days,test,d1839fcaca13ac78cdc03d9cd629e8bbf9dabd4865005ccc7696cee419951dad
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4+_days/230425_81.png,230425_81,230425,train,bad,0,A549,4+_days,test,7375ed42ba2d35f4d9d62436b436515a8a0aeddf327552b5556e29af70d11f01
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4+_days/230425_83.png,230425_83,230425,train,bad,0,A549,4+_days,test,3f6a1d1e5dc12b2708017799f3e2583b055e0e63e68d7d276eccfd4851d937d3
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4+_days/230512_43.png,230512_43,230512,test,bad,0,A549,4+_days,test,cbaea0a4442e1db158609a25ea66e87955eef4002f8c67691d12f7d4a167a492
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4+_days/230512_50.png,230512_50,230512,test,bad,0,A549,4+_days,test,e2569e5e67f511ff6597725446d8d6bb0b82c9217855234e85a3d5e188cfd17f
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4+_days/230512_51.png,230512_51,230512,test,bad,0,A549,4+_days,test,8b1e7e638bebfb145468f6c6567060e72db7077aa914982205cb32d0ab7a4558
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4+_days/230517_47.png,230517_47,230517,test,bad,0,A549,4+_days,test,f50241d8123085c45855ef0e487d5a7993c8c7b94ef0d88f64b00f49361bc7fb
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4+_days/230517_55.png,230517_55,230517,test,bad,0,A549,4+_days,test,edaeab6f5eb2c95f40aa057f313969af11c94ba80c7053b4d76b38d422764413
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4+_days/230529_126.png,230529_126,230529,train,bad,0,A549,4+_days,test,a8cb49c834c24f7017839c4b238b30dc9dfb96681abbc4e9a6d1145879c5099e
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4+_days/230529_128.png,230529_128,230529,train,bad,0,A549,4+_days,test,3ac850c8fe5fd1fe8f2b832291e26d2b2ee06700054b2629c6013ef4548585b8
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4+_days/230529_136.png,230529_136,230529,train,bad,0,A549,4+_days,test,0f04fc28d55d1120396cf3daa7ce27aae5e051b660c77a0d905e6e588b9e43b5
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4+_days/230529_143.png,230529_143,230529,train,bad,0,A549,4+_days,test,4a44d1b99abf71e0b665f979b30305ef1875c770780559ae787f26e6e14b190c
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4+_days/230529_207.png,230529_207,230529,train,bad,0,A549,4+_days,test,4107cc2fbe200fdd676a3fdec49503415892877a8c82bd786abff300306053b4
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4+_days/230529_210.png,230529_210,230529,train,bad,0,A549,4+_days,test,aeedd6b8cd56e7ed9b2ad7072fd80a3670ad3c8b0cf4d5a3053b5b1e8d83a14e
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4+_days/230529_213.png,230529_213,230529,train,bad,0,A549,4+_days,test,e1957f565b7c590a42a2d06e9936b60acbf11fb3f5002f8ae19f973292709344
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4+_days/230529_216.png,230529_216,230529,train,bad,0,A549,4+_days,test,93bc5983d516c5223f7d59d342c9593e18f0e9f5a734d5b4a2019fce97206e72
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4+_days/230529_44.png,230529_44,230529,train,bad,0,A549,4+_days,test,a935614c0f4fac4d685e5cbe13cb5a5ab4696bf876a2c18cbd0a2626a347490a
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4+_days/230529_46.png,230529_46,230529,train,bad,0,A549,4+_days,test,faf4545192622bae24c414923119a3fc0099e5a08d51a927fd9f00b193f88e80
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4+_days/230529_48.png,230529_48,230529,train,bad,0,A549,4+_days,test,42691e1495ec0994d60511b8eb0c6c3ca4d9c2f7052d49177804e64819c11a54
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4+_days/230529_67.png,230529_67,230529,train,bad,0,A549,4+_days,test,442a8e4f6d2a9fe542ef004ef45e56b07a02ba680656b440754683f771bc652d
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4+_days/230529_68.png,230529_68,230529,train,bad,0,A549,4+_days,test,ceee8f0636a01238fcda41f22420318b926802945d6eab82ae59dcad18ef88f0
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4_days/220608_13.png,220608_13,220608,train,bad,0,A549,4_days,test,a74683bb94f52dfa73dc4b13480ccd536a06a92f7bbb4ffb6785d20f358829ca
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4_days/220608_15.png,220608_15,220608,train,bad,0,A549,4_days,test,3e5ff27343174e011f112dbf6bd2ba940a0c9a18896810740379bdabddb4cffe
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4_days/220608_21.png,220608_21,220608,train,bad,0,A549,4_days,test,652ed447c4ebb70fd8ee9b70a6034f709887938725478648935e501c66f1a30b
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4_days/230424_104.png,230424_104,230424,validation,bad,0,A549,4_days,test,e8097b078e649a72a58d92b964ef2e60aa73ea742c320e42d92bb66d012a2c2b
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4_days/230424_107.png,230424_107,230424,validation,bad,0,A549,4_days,test,2112990d0f2da4b26774dc9c384c19c5f7dbb90a29162f3517e6e474d83ebf83
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4_days/230424_77.png,230424_77,230424,validation,bad,0,A549,4_days,test,8bcfeb5f3295c42c06e52e80e5cf733e9e325d8a4980459a60993fbe15944958
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_A549/4_days/230424_98.png,230424_98,230424,validation,bad,0,A549,4_days,test,340606e9b2e7e9e4aa6b1385a297cee576b86f420f215021ff1ad576aa29fe59
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/2-3_days/220606_12.png,220606_12,220606,train,bad,0,CACO,2-3_days,test,bf98def25092a7b7318a730980d204c8976b6a569dafebf38bc3c78d71a82f10
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/2-3_days/220606_13.png,220606_13,220606,train,bad,0,CACO,2-3_days,test,32fa229293132e02a4a776351ae45e2059eaeded0679811add39809044202e8f
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/2-3_days/220606_14.png,220606_14,220606,train,bad,0,CACO,2-3_days,test,b4851af771b9f9c7ecdeeb5caf9ec903cd1c489a0e2a59db54d9da92eb3b3f84
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/2-3_days/230405_103.png,230405_103,230405,train,bad,0,CACO,2-3_days,test,f33024fba796042de560cb12f429528e8d26fe7dbe2c077f2a801180b3382233
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/2-3_days/230405_105.png,230405_105,230405,train,bad,0,CACO,2-3_days,test,e2bb1f44ae5c5ca1ee16fc5c1de3cf2278e2a04c2c68b6d92de3a090a714af02
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/2-3_days/230405_109.png,230405_109,230405,train,bad,0,CACO,2-3_days,test,f16897c5b6bc21d214ea46e4698cb7b8f1874ea85e419f3a265c4aa7c9a68846
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/2-3_days/230405_113.png,230405_113,230405,train,bad,0,CACO,2-3_days,test,c7f20aef235a24c75a1277260d00b4ce61ed5fa02731028e00641287ac39a158
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/2-3_days/230405_116.png,230405_116,230405,train,bad,0,CACO,2-3_days,test,24f45734b1449e6b4803e41d69b450da5d4cbaefb623eaf639d07a5f6815589a
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/2-3_days/230405_123.png,230405_123,230405,train,bad,0,CACO,2-3_days,test,04b0d764ac2747d4c9a59b420ce27959fa089c2e32231062605320d071673987
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/2-3_days/230405_130.png,230405_130,230405,train,bad,0,CACO,2-3_days,test,f9a88c8745fe77fecff25eee49cd79a890e5830760c7154cab59b1f999bbcf7c
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/2-3_days/230405_135.png,230405_135,230405,train,bad,0,CACO,2-3_days,test,4bb43dc5fb75b24352f6276e1c1f02ca3d192afd5f91dd4fff8e781f9fed9201
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/2-3_days/230405_96.png,230405_96,230405,train,bad,0,CACO,2-3_days,test,fff8b7de39d7fad394511b84e577ac913c2bbf32619a9bff2c0d9ea1119bb051
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/2-3_days/230419_102.png,230419_102,230419,train,bad,0,CACO,2-3_days,test,63f39e64cc96fd8893ebd0b7b78f7069bde14f7eb37a3dc398c93daaa7892b15
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/2-3_days/230419_103.png,230419_103,230419,train,bad,0,CACO,2-3_days,test,2eda273e63777440ab7cadf1a8ab0ebaebb9e563b727fe24a64a2202905c503b
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/2-3_days/230419_108.png,230419_108,230419,train,bad,0,CACO,2-3_days,test,5f8b46ed7c870270f4152c7d5b0a336dc80c03cf9052d370f8beac134c421762
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/2-3_days/230419_113.png,230419_113,230419,train,bad,0,CACO,2-3_days,test,08ab841e1db12130795d626091ec47f367eede35451523aa3ff50094d2afb0eb
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/2-3_days/230419_114.png,230419_114,230419,train,bad,0,CACO,2-3_days,test,222bc88b070cab2632fa15b675a20c5ab88d335afceef2efb45f6309a5fc7e9d
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/2-3_days/230419_94.png,230419_94,230419,train,bad,0,CACO,2-3_days,test,201df2da7f4f451a3e4a00e36ca4eb453e77fc15fae8cc9e0797a2a1801caeb8
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/2-3_days/230419_96.png,230419_96,230419,train,bad,0,CACO,2-3_days,test,e01fc3b48604300fb23f4ce2ebb37b580382aaff0eca16c6ac01b30969808cb2
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/4+_days/220609_1.png,220609_1,220609,train,bad,0,CACO,4+_days,test,c4703efa5d81373afbd3a7ee7836d61659471019e465a0f3b7a741a7a0682232
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/4+_days/220611_9.png,220611_9,220611,train,bad,0,CACO,4+_days,test,1eeffca835d51428e635b5490cc7f5dd1b48e23e7f53224033b29a2734cb4982
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/4+_days/230403_1.png,230403_1,230403,train,bad,0,CACO,4+_days,test,cf31baf09c7bf480833a4cc75b7129a92885a9394937a413b071fdd3529a0f16
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/4+_days/230403_12.png,230403_12,230403,train,bad,0,CACO,4+_days,test,c75c935501eee17c4f4e4039ded3c64dd1d396260519afb87dda9fac6d1b7a26
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/4+_days/230403_4.png,230403_4,230403,train,bad,0,CACO,4+_days,test,9638f41b0c27facb1d07e74c33eadc26596a7e0046471840b3a8ba4bc580d095
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/4+_days/230403_6.png,230403_6,230403,train,bad,0,CACO,4+_days,test,71aa5e38843f864c81ab59b341a0ba867390d4b795375a874a728f4cef5f2dae
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/4+_days/230405_16.png,230405_16,230405,train,bad,0,CACO,4+_days,test,045f12648bbcf3fd405ced0320554f28a2b08937e734c0bae88aa4d2baf87bfc
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/4+_days/230405_21.png,230405_21,230405,train,bad,0,CACO,4+_days,test,b95e56b4b975e86c6b3d89aa94ed1b721dd0d3110417efde2a5a1464108fd718
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/4+_days/230405_25.png,230405_25,230405,train,bad,0,CACO,4+_days,test,d39928691f046da01c594ced3b0cc77f4d74b9fdbf28c431210a08026cc40ab7
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/4+_days/230405_27.png,230405_27,230405,train,bad,0,CACO,4+_days,test,0475e60c67d51f665cae3beb13fa22cd9aeb7f584dabbe33c68f174144b6f63a
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/4+_days/230405_28.png,230405_28,230405,train,bad,0,CACO,4+_days,test,140e595cc7aca90976ed42e9a93c4793a0da6a9dccae998c2b6609f4dffa5beb
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/4+_days/230405_31.png,230405_31,230405,train,bad,0,CACO,4+_days,test,09af3901ebf58464dfe83de151fa401b7e16cfa4637fad6a7d4f48852e20d2b4
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/4+_days/230405_32.png,230405_32,230405,train,bad,0,CACO,4+_days,test,f61c0e3a805fc1b1e8b8699dd6fc337af88dc689327475c3973db33663aa977e
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/4+_days/230405_9.png,230405_9,230405,train,bad,0,CACO,4+_days,test,6bd6fce5eae44982cf90aa11818b8b3c2b578e1e2e187eab13654eb24bbe7279
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/4+_days/230411_51.png,230411_51,230411,validation,bad,0,CACO,4+_days,test,8656110be8b8bddaaa2b789c9b7f56437a7b1493ae33ea07471f7b656df5a9b2
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/4+_days/230411_60.png,230411_60,230411,validation,bad,0,CACO,4+_days,test,fca2b106dcec80c8c3a61a23dfcc8cd11af0fb43c51b8a4ed06ee0ba54b8c651
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/4+_days/230411_67.png,230411_67,230411,validation,bad,0,CACO,4+_days,test,b8dbdb5fc430dd420335d18f5732d67fd923557fda14ff0d0be4de94af2f91bc
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/4+_days/230411_68.png,230411_68,230411,validation,bad,0,CACO,4+_days,test,e13b6389bbfde6194b3c0b7370759bcfbe2f55b3b14cf60c840494b51f686f52
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/4+_days/230411_71.png,230411_71,230411,validation,bad,0,CACO,4+_days,test,e9c3378751715477190416a422d286d31d6d38048de2aed1f18409d630711dc4
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/4+_days/230425_183.png,230425_183,230425,train,bad,0,CACO,4+_days,test,b88c04e818cafb2fee2763549dfcf50dfa30e3e8ac7e17c652ff60833b891541
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/4+_days/230425_186.png,230425_186,230425,train,bad,0,CACO,4+_days,test,cd1ab5201bcc25e9f23b2523a075d76ed08fdc0948ee226aafadf8370c1fb092
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/4+_days/230425_191.png,230425_191,230425,train,bad,0,CACO,4+_days,test,b8f9cbfeadf78c54c0d34677f7989b6a29f25ec24a466deadee9df748872a96d
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/4+_days/230425_197.png,230425_197,230425,train,bad,0,CACO,4+_days,test,425a5ee582f5f86e08a1ee451f0dd8e9c5521c5f199249077f25d09538620fde
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/4+_days/230425_203.png,230425_203,230425,train,bad,0,CACO,4+_days,test,12647c432a6ba7b9fcfdef49175e1fbf52af6403d775a523bb8dfe54ceefd292
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/4+_days/230425_205.png,230425_205,230425,train,bad,0,CACO,4+_days,test,0a3ead7387d8fd5d4b23bb6108a6621d699916d2f841fe821b6f7cadf6fe3efa
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/4+_days/230425_209.png,230425_209,230425,train,bad,0,CACO,4+_days,test,c73a19841d840a53d0d5b8163b6f8f4ea0322b82126eee46e5f1d8a82f0547a1
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/4+_days/230425_211.png,230425_211,230425,train,bad,0,CACO,4+_days,test,b28e91eefd77789cfc1a1e4338ac099a7ddb45aedbf2789f6a25d74c20491a3f
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/4+_days/230425_213.png,230425_213,230425,train,bad,0,CACO,4+_days,test,1bda2af42e0c89afaa093d0f196ba4cb2c974f74d43d27e567b328817f134d77
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/4_days/220608_7.png,220608_7,220608,train,bad,0,CACO,4_days,test,7ad0dc2998924bcf6d05958dd2a94b17e5297dfceb4f1488c33d605c6001d66f
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/4_days/220608_8.png,220608_8,220608,train,bad,0,CACO,4_days,test,595714c9ba87d7d2ee89a860cd46656d7d66f055e5f933171f856d68704471f1
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_CACO/4_days/220608_9.png,220608_9,220608,train,bad,0,CACO,4_days,test,104bbfcf57342d343c1e291d73be3eb9f563d4e8bd75d97287a5f580a03e67f1
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_HPMEC/0-1_days/220429_03.png,220429_03,220429,train,bad,0,HPMEC,0-1_days,test,f617ddc400c4c43ed0ad590d4dde1eb354d73bc848efcaaacc29833cd695b3ab
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_HPMEC/0-1_days/221010_40.png,221010_40,221010,test,bad,0,HPMEC,0-1_days,test,2398ce4293a3fc8520be5e9ddb338f86cce37c9c3d4f8bebe2a3b328af644e44
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_HPMEC/0-1_days/221010_59.png,221010_59,221010,test,bad,0,HPMEC,0-1_days,test,1d668a4aaa3cc08565b2e0fe64884dd34eb8667a0a4f2d0a0121fe5a3c53f5d4
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_HPMEC/0-1_days/230109_95.png,230109_95,230109,train,bad,0,HPMEC,0-1_days,test,7f2bf6edadc49171310cf1f2a4d50bfeeeb52ee7b42fabb7d238ab247583e1eb
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_HPMEC/0-1_days/230206_4.png,230206_4,230206,train,bad,0,HPMEC,0-1_days,test,88975ebb65e585902786623d13753f3144260be13aa0b998cec13e6bedb03ebc
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_HPMEC/0-1_days/230214_36.png,230214_36,230214,validation,bad,0,HPMEC,0-1_days,test,d1ee10ad88f14ff6b64cb6c6e06b23c6b0f708acd21917c489316d42b36f7a7c
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_HPMEC/0-1_days/230215_23.png,230215_23,230215,validation,bad,0,HPMEC,0-1_days,test,f768e831ad9b4be31b9caa9007b1b42677252b849dea40a84e8909087518db70
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_HPMEC/0-1_days/230314_10.png,230314_10,230314,train,bad,0,HPMEC,0-1_days,test,428c35abff406c6175fe40e64c5d796bc4e758b4d3f215404f5079124e1cc5c7
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_HPMEC/0-1_days/230314_14.png,230314_14,230314,train,bad,0,HPMEC,0-1_days,test,27f0738c13b7cefe6e2f955d9170e32b128fe8a4a52c8cc98ea697c429e59efc
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_HPMEC/0-1_days/230314_21.png,230314_21,230314,train,bad,0,HPMEC,0-1_days,test,058e33e68fd6bd0605f760a706af59219e9b8558db72aad063d469ada52add30
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_HPMEC/0-1_days/230314_26.png,230314_26,230314,train,bad,0,HPMEC,0-1_days,test,bf23686473ec35b5b39576010d42093d83246f9ff73c30c6682b14b8780e8c2c
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_HPMEC/0-1_days/230523_100.png,230523_100,230523,train,bad,0,HPMEC,0-1_days,test,d2eb22e038bcfd20586fb9013356641a51177976035328f836622b06f1058641
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_HPMEC/0-1_days/230523_11.png,230523_11,230523,train,bad,0,HPMEC,0-1_days,test,8ab498a554e3a7cfb134b4765dc9df7cad6f74285be76e9e2fe0aac8814461e7
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_HPMEC/0-1_days/230523_13.png,230523_13,230523,train,bad,0,HPMEC,0-1_days,test,b1b1933dee8071c94eb9ccb21789c0237b7e38c6d6c5574a292fe427e88538d3
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_HPMEC/0-1_days/230523_15.png,230523_15,230523,train,bad,0,HPMEC,0-1_days,test,1d08d28b76a97b907cc7bd05a7086e286e432f5918e7543dbae550b802427a26
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_HPMEC/0-1_days/230523_17.png,230523_17,230523,train,bad,0,HPMEC,0-1_days,test,756b0f9ff5ecadbba997170b31acfec0a90aeca1c3ce1828f167d3b323b4ce6c
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_HPMEC/0-1_days/230523_29.png,230523_29,230523,train,bad,0,HPMEC,0-1_days,test,9ef7cdb76e842bc7b4a357cfaac421f14bde1d46c63452b86a40e82fc8a6d639
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_HPMEC/0-1_days/230523_40.png,230523_40,230523,train,bad,0,HPMEC,0-1_days,test,c5218c1ca64f0698feb7ac78eb547c08d97e5f90c35fef3f422d12df393c0312
data/raw/ooc/OOC_image_dataset/test/bad/cell_type_HPMEC/0-1_days/230523_43.png,230523_43,230523,train,bad,0,HPMEC,0-1_days,test,79dde5c518d29c2bfa9273d279c8651bdc055b6e0aaff37adcf692feca4c7d86
